TreeNum,Response,Easting,Northing,TreeDiam,Infest_Serv1,Infest_Serv2,Ind_DeadDist,DeadDist,SDI_20th,Neigh_SDI_1/4th,BA_20th,Neigh_1/4th,Neigh_1/2th,Neigh_1,Neigh_1.5,BA_Inf_20th,BA_Infest_1/4th,BA_Infest_1/2th,BA_Infest_1,BA_Infest_1.5,IND_BA_Infest_20th,IND_BA_Infest_1/4th,IND_BA_Infest_1/2th,IND_BA_Infest_1,IND_BA_Infest_1.5
3428,0,766037.439,4334387.349,10,3,1.25442,1,20.01756736,26.97115921,145.7270237,14.196762,78.952104,147.263454,249.978636,363.830886,0,0,1.25442,1.696194,1.696194,0,0,1,1,1
3429,0,766044.8637,4334384.535,7,3,1.25442,1,21.13911602,30.18327189,143.9733791,16.6347,80.88282,147.563424,273.703536,404.746794,0,0,0.441774,1.696194,3.141504,0,0,1,1,1
3430,0,766039.4472,4334387.321,9,3,1.25442,1,19.32137172,29.55883097,143.1069913,16.231104,77.93766,149.723208,257.314266,370.004814,0,0,1.25442,1.696194,1.696194,0,0,1,1,1
3431,0,766042.1493,4334387.1,9,3,1.25442,1,18.86710208,27.62543952,152.8734871,15.5439,85.513266,150.42132,266.902398,381.905442,0,0,1.25442,1.696194,2.48157,0,0,1,1,1
3432,0,766041.5786,4334387.887,10,3,1.25442,1,18.20816987,29.76606034,144.5691041,16.820136,80.331966,150.181344,263.53728,374.286204,0,0,1.25442,1.696194,1.696194,0,0,1,1,1
3433,0,766043.9768,4334389.045,14,3,1.25442,1,16.69027338,23.18367537,137.8309948,13.105962,76.852314,151.261236,263.548188,391.362678,0,0.441774,1.25442,1.25442,2.48157,0,1,1,1,1
3434,0,766047.5542,4334385.571,18,3,1.25442,1,20.19594981,34.63776825,136.5081136,19.44351,77.686776,158.700492,281.633652,409.993542,0,0,0.987174,1.696194,3.141504,0,0,1,1,1
3435,0,766045.6963,4334392.053,18,3,1.25442,1,13.61217303,24.56399614,135.0998788,13.924062,77.157738,157.146102,266.831496,395.22411,0,0.987174,1.25442,1.25442,1.696194,0,1,1,1,1
3436,0,766046.8266,4334390.184,14,3,1.25442,1,15.53524641,23.81689648,129.6569885,13.47138,73.487196,154.228212,274.161672,400.819914,0,0.441774,1.25442,1.25442,3.141504,0,1,1,1,1
3437,0,766046.2949,4334397.57,10,3,1.25442,1,8.131237992,26.61039514,133.7401776,16.083846,76.808682,143.778348,266.23701,370.713834,0,1.25442,1.25442,1.25442,1.25442,0,1,1,1,1
3438,0,766047.0786,4334394.623,9,3,1.25442,1,11.15080275,18.70400551,135.8701344,10.509858,77.36499,144.574632,269.951184,383.754348,0,1.25442,1.25442,1.25442,1.696194,0,1,1,1,1
3439,0,766024.9287,4334396.232,12,3,1.25442,1,20.85211894,40.3752053,110.8900799,21.908718,62.219232,99.813654,180.947358,271.287414,0,0,0.70902,1.25442,1.25442,0,0,1,1,1
3440,0,766024.6766,4334401.406,6,3,1.25442,1,18.07312333,39.03520384,95.60376374,21.510576,53.918244,90.721836,157.037022,252.71109,0,0,1.25442,1.25442,1.25442,0,0,1,1,1
3441,0,766024.849,4334402.022,6,3,1.25442,1,17.63335898,38.03520384,93.98353476,20.965176,52.95834,89.494686,152.379306,249.624126,0,0.267246,1.25442,1.25442,1.25442,0,1,1,1,1
3442,0,766025.1286,4334401.409,8,3,1.25442,1,17.6758911,40.20049717,97.73203195,22.17051,54.998136,90.989082,158.051466,253.42011,0,0.267246,1.25442,1.25442,1.25442,0,1,1,1,1
3444,0,766026.0728,4334416.622,12,3,1.25442,1,15.90685002,5.381899197,33.94814397,3.512376,19.290798,63.064602,122.491386,182.32722,0,0.267246,1.25442,1.25442,1.25442,0,1,1,1,1
3445,0,766027.8455,4334416.445,10,3,1.25442,1,14.23130343,5.381899197,39.22059063,3.512376,22.694094,66.097026,128.507148,192.193506,0,0.267246,1.25442,1.25442,1.25442,0,1,1,1,1
3446,0,766026.5872,4334406.459,7,3,1.25442,1,14.41856662,22.45653589,89.80704175,12.582378,51.338502,87.231276,142.660278,232.105878,0,0.267246,1.25442,1.25442,1.25442,0,1,1,1,1
3447,0,766026.357,4334400.574,9,3,1.25442,1,17.06341012,40.4844252,99.95218257,22.192326,56.1762,94.414194,165.14712,260.94663,0,0.267246,1.25442,1.25442,1.25442,0,1,1,1,1
3448,0,766027.1359,4334401.919,9,3,1.25442,1,15.68426118,37.62987516,101.2853631,20.648844,57.40335,94.097862,164.694438,260.832096,0,0.267246,1.25442,1.25442,1.25442,0,1,1,1,1
3449,0,766026.9548,4334398.9,10,3,1.25442,1,17.57947214,40.89290168,104.4773299,22.203234,58.068738,97.779312,177.904026,268.90947,0,0.267246,1.25442,1.25442,1.25442,0,1,1,1,1
3450,0,766029.0796,4334401.505,8,3,1.25442,1,14.30063217,35.41732488,104.0534123,19.236258,58.755942,105.07131,175.613346,267.780492,0,0.70902,1.25442,1.25442,1.25442,0,1,1,1,1
3451,0,766031.3108,4334402.35,8,3,1.25442,1,12.0238449,29.73235707,109.9734109,16.192926,62.09379,108.703674,187.884846,271.821906,0,1.25442,1.25442,1.25442,1.25442,0,1,1,1,1
3452,0,766030.2937,4334401.198,8,3,1.25442,1,13.54454577,34.79769346,106.5860603,18.903564,60.233976,107.274726,186.766776,269.585766,0,0.70902,1.25442,1.25442,1.25442,0,1,1,1,1
3453,0,766028.4406,4334399.157,8,3,1.25442,1,16.28416865,41.19393024,105.8095524,22.399578,59.295888,104.095044,181.012806,276.485076,0,0.267246,1.25442,1.25442,1.25442,0,1,1,1,1
3454,0,766030.5462,4334400.91,6,3,1.25442,1,13.54669557,37.3410863,110.3197108,20.239794,62.322858,109.199988,187.693956,270.692928,0,0.70902,1.25442,1.25442,1.25442,0,1,1,1,1
3455,0,766031.1104,4334400.688,10,3,1.25442,1,13.29065405,37.78157295,112.5040739,20.436138,63.550008,112.537836,189.842832,275.99967,0,0.70902,1.25442,1.25442,1.25442,0,1,1,1,1
3456,0,766032.4357,4334401.447,16,3,1.25442,1,11.82144001,34.26562125,110.9646762,18.609048,62.699184,109.418148,195.885864,278.721216,0,1.25442,1.25442,1.25442,1.25442,0,1,1,1,1
3457,0,766030.9513,4334398.399,7,3,1.25442,1,15.09055096,42.7554028,112.433188,23.201316,63.288216,110.650752,193.600638,281.846358,0,0.70902,1.25442,1.25442,1.25442,0,1,1,1,1
3458,0,766031.6748,4334398.139,15,3,1.25442,1,14.8483667,42.7554028,114.2776094,23.201316,64.27539,112.21605,197.10756,281.933622,0,0.70902,1.25442,1.25442,1.25442,0,1,1,1,1
3459,0,766029.0931,4334397.177,7,3,1.25442,1,17.22814551,45.30900632,108.2742782,24.712074,60.163074,111.217968,189.101088,276.795954,0,0.267246,1.25442,1.25442,1.25442,0,1,1,1,1
3460,0,766030.7065,4334396.614,8,3,1.25442,1,16.65024721,45.15796644,115.9973221,24.363018,65.191662,113.546826,198.612864,285.893226,0,0.70902,1.25442,1.25442,1.25442,0,1,1,1,1
3461,0,766036.5086,4334396.391,14,3,1.25442,1,12.92867395,35.46785291,130.5641462,19.3617,73.994418,127.470888,223.494012,316.697418,0,1.25442,1.25442,1.25442,1.696194,0,1,1,1,1
3462,0,766028.5882,4334396.155,6,3,1.25442,1,18.3295825,47.31362708,107.7101441,25.721064,59.895828,110.639844,191.833542,281.224602,0,0,1.25442,1.25442,1.25442,0,0,1,1,1
3463,0,766030.7101,4334395.907,11,3,1.25442,1,17.22335787,43.57802169,112.4525493,23.621274,62.551926,113.41593,202.99788,290.53458,0,0.70902,1.25442,1.25442,1.696194,0,1,1,1,1
3464,0,766039.5369,4334395.412,12,3,1.25442,1,11.86896274,26.08835,125.861248,14.529456,70.340238,138.160728,236.807226,339.936912,0,1.25442,1.25442,1.25442,1.696194,0,1,1,1,1
3465,0,766035.8542,4334395.235,9,3,1.25442,1,14.21778255,35.48859419,121.2927205,19.383516,67.509612,127.78722,222.60501,320.918814,0,0.70902,1.25442,1.25442,1.696194,0,1,1,1,1
3466,0,766036.4417,4334394.979,6,3,1.25442,1,14.01931474,36.61224163,124.8422309,19.999818,69.740298,129.281616,223.935786,321.180606,0,0.70902,1.25442,1.25442,1.696194,0,1,1,1,1
3467,0,766039.7723,4334394.616,6,3,1.25442,1,12.4525811,29.19587693,129.2923356,16.132932,71.96553,141.225876,241.214058,344.736432,0,1.25442,1.25442,1.25442,1.696194,0,1,1,1,1
3468,0,766037.5985,4334394.403,6,3,1.25442,1,13.7667086,31.84050654,131.4114608,17.1801,73.699902,134.65926,229.433418,330.283332,0,0.70902,1.25442,1.25442,1.696194,0,1,1,1,1
3469,0,766038.6823,4334393.506,9,3,1.25442,1,13.94769838,29.35145554,130.7604668,16.236558,72.821808,142.289406,236.556342,340.27506,0,0.70902,1.25442,1.25442,1.696194,0,1,1,1,1
3470,0,766034.4589,4334394.169,10,3,1.25442,1,15.95085799,39.31583383,123.7604364,21.357864,68.982192,125.098398,218.040012,319.435326,0,0.70902,1.25442,1.25442,1.696194,0,1,1,1,1
3471,0,766037.0989,4334393.375,11,3,1.25442,1,14.8961079,29.54037588,133.3536487,15.892956,74.027142,134.184762,228.609864,328.287168,0,0.70902,1.25442,1.25442,1.696194,0,1,1,1,1
3472,0,766040.1497,4334391.806,10,3,1.25442,1,14.86130931,29.83674985,140.0610616,16.547436,78.199452,141.433128,254.227302,351.166698,0,0.441774,1.25442,1.25442,1.696194,0,1,1,1,1
3473,0,766031.0086,4334394.232,10,3,1.25442,1,18.46638907,44.0637232,117.8545025,24.128496,65.082582,116.993754,206.27028,306.880218,0,0,1.25442,1.25442,1.696194,0,0,1,1,1
3474,0,766033.3335,4334391.91,13,3,1.25442,1,18.37456962,38.06743983,125.4461734,20.408868,69.205806,125.06022,219.152628,326.618244,0,0,1.25442,1.25442,1.696194,0,0,1,1,1
3475,0,766030.7262,4334392.29,7,3,1.25442,1,19.94114816,36.22488558,121.6857939,19.667124,66.882402,122.22414,208.495512,322.124148,0,0,1.25442,1.25442,1.696194,0,0,1,1,1
3476,0,766027.2889,4334393.854,10,3,1.25442,1,20.92724239,40.39005205,109.5337346,21.859632,60.18489,107.727408,197.827488,286.367724,0,0,0.70902,1.25442,1.696194,0,0,1,1,1
3477,0,766027.2446,4334393.019,10,3,1.25442,1,21.60681766,33.35568709,109.9371961,18.101826,60.255792,111.408858,205.937586,289.847376,0,0,0.70902,1.25442,1.696194,0,0,1,1,1
3478,0,766031.1689,4334387.576,10,3,1.25442,1,23.08811243,27.25066395,135.6641022,14.802156,74.158038,124.6239,221.116068,346.918032,0,0,0.70902,1.696194,1.696194,0,0,1,1,1
3479,0,766026.1715,4334389.028,10,3,1.25442,1,25.46292305,24.51040522,115.8732246,13.645908,63.304578,114.599448,214.931232,303.449652,0,0,0,1.25442,1.696194,0,0,0,1,1
3480,0,766022.2025,4334382.478,10,3,1.25442,1,32.88136986,14.90362437,88.34071713,8.682768,48.56787,122.300496,232.853076,316.212012,0,0,0,1.150794,1.832544,0,0,0,1,1
3481,0,766024.7639,4334391.965,9,3,1.25442,1,24.00068505,21.98618146,111.5888826,11.78064,61.73928,107.694684,203.903244,283.368024,0,0,0.70902,1.25442,1.696194,0,0,1,1,1
3483,0,766013.9915,4334382.339,6,1,0.441774,1,37.2168964,1.004620759,73.16849316,0.46359,42.688458,114.637626,207.110196,279.070272,0,0,0,0,1.832544,0,0,0,0,1
3484,0,766011.7326,4334384.017,7,3,1.25442,1,38.831297,1.004620759,65.17463806,0.46359,38.788848,105.758514,198.30744,259.932186,0,0,0,0,1.832544,0,0,0,0,1
3485,0,766019.8479,4334391.848,10,3,1.25442,1,27.56250063,21.0343975,110.7332099,11.933352,62.710092,92.510748,188.89929,278.355798,0,0,0,1.25442,1.696194,0,0,0,1,1
3486,0,766014.911,4334393.588,9,3,1.25442,1,30.46689602,14.76953156,87.10463841,8.682768,49.642308,81.67365,165.55617,249.645942,0,0,0,0.70902,1.25442,0,0,0,1,1
3487,0,766015.8722,4334394.993,6,3,1.25442,1,28.90680647,13.51836376,88.7844013,7.761042,50.74947,80.795556,159.88401,245.364552,0,0,0,1.25442,1.25442,0,0,0,1,1
3488,0,766014.9191,4334395.217,9,3,1.25442,1,29.61198114,16.6865508,83.57039731,9.909918,47.618874,77.654052,157.435164,239.027004,0,0,0,1.25442,1.25442,0,0,0,1,1
3489,0,766004.948,4334393.854,10,3,1.25442,1,39.11232328,13.91785159,38.53249037,8.579142,23.15223,68.507694,133.339392,197.35299,0,0,0,0,0.70902,0,0,0,0,1
3490,0,766003.0987,4334394.019,11,3,1.25442,1,40.73784407,13.91785159,35.07207831,8.579142,21.13425,66.59334,127.127286,184.579722,0,0,0,0,0.267246,0,0,0,0,1
3491,0,766007.5778,4334395.387,17,3,1.25442,1,36.08517944,16.60669438,45.52401888,10.00809,26.855496,74.332566,134.092044,200.1618,0,0,0,0,1.25442,0,0,0,0,1
3492,0,766016.398,4334396.264,10,3,1.25442,1,27.80810155,16.9884085,88.7844013,9.62631,50.74947,77.970384,155.95713,238.956102,0,0,0,1.25442,1.25442,0,0,0,1,1
3493,0,766004.8071,4334396.307,8,3,1.25442,1,38.29407459,14.91785159,38.53249037,9.124542,23.15223,63.904518,125.981946,182.959884,0,0,0,0,0.70902,0,0,0,0,1
3494,0,766003.9125,4334397.044,20,3,1.25442,1,38.87795697,14.91785159,37.68806898,9.124542,22.710456,61.804728,121.755096,178.569414,0,0,0,0,0.70902,0,0,0,0,1
3495,0,766007.884,4334397.189,13,3,1.25442,1,35.10665323,20.69901685,47.10396363,12.696912,27.59724,67.60233,128.992554,193.327938,0,0,0,0.267246,1.25442,0,0,0,1,1
3496,0,766009.7504,4334397.617,11,3,1.25442,1,33.21434482,29.67956431,53.75692155,18.194544,31.235058,66.8115,129.66885,199.981818,0,0,0,0.267246,1.25442,0,0,0,1,1
3497,0,766016.1398,4334397.189,13,3,1.25442,1,27.5898779,18.90542774,86.69663872,10.85346,49.560498,77.703138,153.715536,233.409384,0,0,0,1.25442,1.25442,0,0,0,1,1
3498,0,766005.5316,4334398.344,7,3,1.25442,1,36.92377172,19.01017406,40.87873773,11.813364,24.493914,60.206706,123.036786,178.580322,0,0,0,0,1.25442,0,0,0,0,1
3499,0,766006.2208,4334398.932,14,3,1.25442,1,36.08540268,19.01017406,41.75971105,11.813364,24.886602,56.465262,120.604302,178.160364,0,0,0,0,1.25442,0,0,0,0,1
3500,0,766009.1994,4334402.023,10,3,1.25442,1,32.36330067,21.1452411,50.4720135,13.373208,29.50614,52.702002,115.859322,177.107742,0,0,0,0.267246,1.25442,0,0,0,1,1
3501,0,766017.5957,4334399.226,14,3,1.25442,1,25.37767001,28.93366922,92.95106749,16.460172,53.547372,71.763732,148.78512,231.538662,0,0,0.267246,1.25442,1.25442,0,0,1,1,1
3502,0,766010.8317,4334403.481,13,3,1.25442,1,30.43740459,16.77685411,55.513971,10.33533,32.77854,53.890974,113.9886,182.24541,0,0,0,0.70902,1.25442,0,0,0,1,1
3503,0,766022.8417,4334397.497,8,3,1.25442,1,21.70374208,33.623681,104.2248463,18.24363,59.001372,89.969184,169.352154,258.32871,0,0,0.70902,1.25442,1.25442,0,0,1,1,1
3504,0,766020.498,4334398.917,13,3,1.25442,1,22.93391081,28.59734497,99.80571042,15.751152,57.168828,78.624864,164.487186,242.555742,0,0,0.267246,1.25442,1.25442,0,0,1,1,1
3505,0,766013.4587,4334403.182,11,3,1.25442,1,27.9497307,18.88454128,64.36860791,11.475216,37.245366,58.38507,123.576732,192.706182,0,0,0,1.25442,1.25442,0,0,0,1,1
3506,0,766012.3246,4334404.802,15,3,1.25442,1,28.71124637,14.83728433,58.08507096,9.086364,34.054776,54.332748,113.9886,183.712536,0,0,0,1.25442,1.25442,0,0,0,1,1
3507,0,766013.6158,4334404.516,15,3,1.25442,1,27.49874898,17.88454128,65.7085496,10.929816,38.030742,57.943296,117.773676,186.919488,0,0,0,1.25442,1.25442,0,0,0,1,1
3508,0,766019.3558,4334402.691,11,3,1.25442,1,22.4359418,27.4284342,84.88495666,15.560262,48.966012,72.936342,138.182544,217.663686,0,0,0.267246,1.25442,1.25442,0,0,1,1,1
3509,0,766019.1377,4334403.701,8,3,1.25442,1,22.33474483,24.62451843,81.02138649,13.918608,46.71351,70.776558,131.844996,210.628026,0,0,0.267246,1.25442,1.25442,0,0,1,1,1
3510,0,766023.526,4334398.586,6,3,1.25442,1,20.52186395,37.84713744,105.401554,20.512494,59.754024,89.401968,165.50163,261.399312,0,0,0.70902,1.25442,1.25442,0,0,1,1,1
3511,0,766021.1166,4334404.88,13,3,1.25442,1,20.1106469,23.55192059,82.06355082,13.133232,46.964394,75.232476,132.106788,220.919724,0,0,0.70902,1.25442,1.25442,0,0,1,1,1
3512,0,766022.097,4334402.972,7,3,1.25442,1,19.76404496,24.53622828,90.21582054,13.411386,51.480306,80.577396,138.657042,229.94064,0,0,0.70902,1.25442,1.25442,0,0,1,1,1
3513,0,766024.4307,4334397.993,6,3,1.25442,1,20.12687288,42.19896444,107.315643,23.026788,60.479406,93.148866,173.21904,264.240846,0,0,0.70902,1.25442,1.25442,0,0,1,1,1
3514,0,766024.1185,4334399.802,6,3,1.25442,1,19.36342698,39.91867715,104.0784091,21.76146,59.072274,91.452672,159.436782,259.523136,0,0,1.25442,1.25442,1.25442,0,0,1,1,1
3515,0,766061.3597,4334350.903,10,6,4.903146,1,19.09237341,27.42856888,104.5420162,15.98022,61.54839,123.783984,272.683638,383.645268,0,0,5.34492,7.401078,7.673778,0,0,1,1,1
3516,0,766064.3325,4334352.47,12,6,4.903146,1,15.74341391,24.21522306,106.9431031,13.858614,64.122678,121.226058,269.951184,400.73265,0,4.11777,4.903146,7.401078,7.673778,0,1,1,1,1
3517,0,766062.7412,4334349.322,10,6,4.903146,1,18.64720923,25.54364186,106.5005703,15.102126,63.424566,121.853268,267.649596,381.065526,0,0,4.903146,7.401078,7.673778,0,0,1,1,1
3518,0,766051.9142,4334345.212,14,1,0.441774,1,17.07052658,36.91895591,106.2357576,22.159602,60.790284,110.459862,245.615436,369.503046,0,0.441774,0.441774,8.022834,8.91729,0,1,1,1,1
3519,0,766056.6509,4334346.447,16,1,0.441774,1,21.0132039,30.84400724,98.52107389,18.647226,56.399814,109.958094,242.637552,361.502028,0,0,1.22715,7.673778,8.91729,0,0,1,1,1
3520,0,766059.6021,4334345.989,13,6,4.903146,1,22.78033159,26.75714256,92.1052975,16.367454,53.471016,123.800346,261.393858,366.410628,0,0,4.559544,7.537428,8.91729,0,0,1,1,1
3521,0,766053.3784,4334344.462,14,1,0.441774,1,18.71550011,30.71749229,103.8677077,18.576324,59.426784,111.076164,239.070636,370.370232,0,0,0.441774,8.022834,8.91729,0,0,1,1,1
3522,0,766058.3273,4334344.119,14,1,0.441774,1,23.37700343,26.39880741,86.09720396,16.105662,49.98591,117.964566,249.885918,361.774728,0,0,1.22715,7.537428,8.91729,0,0,1,1,1
3523,0,766057.9034,4334340.224,15,1,1.068984,1,22.46452365,15.50100979,80.3728184,9.451782,46.866222,126.09648,235.356462,366.585156,0,0,2.497932,7.537428,8.91729,0,0,1,1,1
3524,0,766057.0189,4334339.512,15,1,1.068984,1,22.02284711,15.06052313,80.12955623,9.255438,46.817136,123.963966,239.51241,367.097832,0,0,1.952532,8.022834,8.91729,0,0,1,1,1
3525,0,766053.5856,4334337.866,11,1,1.068984,1,21.800035,12.93428172,84.08459347,7.859214,49.271436,116.595612,232.99488,368.19954,0,0,2.088882,8.91729,8.91729,0,0,1,1,1
3526,0,766052.8438,4334337.95,7,1,0.441774,1,21.98875692,13.56173976,85.07567653,8.366436,49.724118,113.312304,234.047502,368.166816,0,0,1.647108,8.131914,8.91729,0,0,1,1,1
3527,0,766052.8464,4334336.68,8,1,1.068984,1,21.11820468,9.502137783,83.71531459,5.721246,49.233258,113.22504,238.541598,362.271042,0,0,1.647108,7.47198,8.91729,0,0,1,1,1
3528,0,766048.1864,4334335.219,13,1,0.13635,1,20.77018786,6.920763232,78.46366666,3.779622,46.162656,115.51572,243.782892,364.087224,0,0,1.996164,4.014144,10.760742,0,0,1,1,1
3529,0,766048.0377,4334328.774,6,1,0.13635,1,14.35228308,9.429108229,76.18747747,5.633982,47.029842,110.928906,236.26728,348.325164,0,0.13635,2.09979,4.28139,10.558944,0,1,1,1,1
3530,0,766047.556,4334327.839,13,1,0.13635,1,13.36486506,9.429108229,76.95012177,5.633982,47.864304,115.05213,233.911152,343.994688,0,0.13635,2.448846,4.28139,7.886484,0,1,1,1,1
3531,0,766047.5179,4334329.059,7,1,0.13635,1,14.57420469,9.429108229,82.33359735,5.633982,50.793102,112.837806,236.572704,348.83784,0,0.13635,2.448846,4.28139,10.558944,0,1,1,1,1
3532,0,766046.2345,4334328.465,6,1,0.13635,1,13.9098692,9.429108229,70.37957498,5.633982,42.612102,107.383806,237.761676,347.61069,0,0.13635,2.448846,4.28139,7.886484,0,1,1,1,1
3533,0,766032.2516,4334337.748,19,1,0.13635,1,11.89964931,7.268869425,68.32522731,4.379562,38.379798,92.565288,252.160236,378.093096,0,1.821636,3.397842,5.546718,7.510158,0,1,1,1,1
3534,0,766040.1266,4334345.658,8,1,0.441774,1,7.948358302,38.48798579,95.95994759,21.892356,53.989146,108.39825,227.67723,388.521144,0.441774,0.441774,0.578124,4.603176,11.37159,1,1,1,1,1
3535,0,766040.5806,4334346.024,11,1,0.441774,1,7.841029734,39.62744388,101.4740121,22.437756,57.223368,108.2619,224.606628,382.832622,0.441774,0.441774,0.578124,3.02697,11.37159,1,1,1,1,1
3536,0,766036.3127,4334348.439,8,1,0.441774,1,4.361690961,30.04672584,104.3345457,17.01648,57.73059,111.801546,221.263326,383.803434,0.441774,0.578124,0.578124,3.534192,6.784776,1,1,1,1,1
3537,0,766036.496,4334348.811,16,1,0.441774,1,3.980866817,31.33163389,109.748702,17.654598,60.610302,115.090308,220.608846,380.9619,0.441774,0.578124,0.578124,3.534192,6.784776,1,1,1,1,1
3539,0,766040.3694,4334347.596,8,1,0.441774,1,6.407135729,38.30195119,107.0483236,21.756006,59.623128,118.18818,216.14202,374.128038,0.441774,0.441774,0.578124,1.957986,9.70812,1,1,1,1,1
3540,0,766040.6951,4334347.548,8,1,0.441774,1,6.640942993,39.44140928,107.0483236,22.301406,59.623128,116.693784,220.77792,374.902506,0.441774,0.441774,0.578124,1.957986,9.70812,1,1,1,1,1
3541,0,766040.2645,4334348.001,6,1,0.441774,1,6.019319942,36.10322487,107.0483236,20.228886,59.623128,119.071728,214.729434,371.810088,0.441774,0.441774,0.578124,1.957986,9.16272,1,1,1,1,1
3542,0,766039.6027,4334348.644,9,1,0.441774,1,5.108654132,35.08612434,110.4163735,19.508958,61.532028,122.327766,213.158682,377.896752,0.441774,0.441774,0.578124,1.957986,10.558944,1,1,1,1,1
3543,0,766045.0096,4334345.179,10,1,0.441774,1,11.32907542,34.94514878,107.7240044,19.694394,61.668378,107.52561,231.887718,360.531216,0,0.441774,0.578124,3.02697,10.493496,0,1,1,1,1
3544,0,766039.9613,4334349.6,7,1,0.441774,1,4.621084674,36.29781146,114.3421706,20.190708,63.768168,118.766304,211.94244,373.451742,0.441774,0.441774,0.578124,1.957986,9.16272,1,1,1,1,1
3545,0,766041.4759,4334351.735,7,1,0.441774,1,4.971236164,40.16929371,129.5472051,22.165056,72.090972,124.143948,211.795182,363.689082,0.441774,0.441774,0.578124,1.821636,9.948096,1,1,1,1,1
3546,0,766042.0814,4334352.454,8,1,0.441774,1,5.473822088,38.17293445,137.7814556,20.921544,76.961394,124.891146,209.155446,363.721806,0.441774,0.441774,0.578124,1.821636,9.948096,1,1,1,1,1
3547,0,766045.1638,4334346.844,10,1,0.441774,1,10.41092325,38.88648449,116.2376347,21.728736,66.009762,116.90649,237.036294,365.750694,0,0.441774,0.578124,3.812346,10.493496,0,1,1,1,1
3548,0,766046.2863,4334349.111,14,1,0.441774,1,10.34470877,39.00364366,125.706966,21.663288,70.591122,124.858422,235.863684,358.824114,0,0.441774,0.441774,5.91759,10.493496,0,1,1,1,1
3549,0,766079.0751,4334341.383,12,6,4.903146,1,13.87921678,12.08964689,75.20516792,7.25382,44.891874,118.100916,255.503538,424.359378,0,4.44501,5.89032,6.959304,8.857296,0,1,1,1,1
3550,0,766079.0039,4334346.563,16,6,4.903146,1,8.750547655,14.77249781,89.25035122,8.59005,53.471016,114.375834,290.381868,452.911068,0,4.903146,5.89032,6.959304,9.615402,0,1,1,1,1
3551,0,766079.0977,4334347.483,8,6,4.903146,1,7.827841522,16.1124395,93.89808871,9.375426,56.508894,113.7159,294.281478,451.711188,0.785376,4.903146,5.89032,6.959304,9.615402,1,1,1,1,1
3552,0,766080.5343,4334349.483,8,6,4.903146,1,5.712788287,20.18601736,97.97095767,11.867904,59.47587,108.856386,298.27926,456.728868,3.457836,4.903146,5.89032,6.959304,8.78094,1,1,1,1,1
3553,0,766083.2168,4334347.039,5,6,4.903146,1,7.26563545,19.15447737,91.11315988,11.300688,56.323458,114.283116,302.200686,444.713706,0.785376,4.903146,5.89032,6.959304,9.440874,1,1,1,1,1
3554,0,766084.7791,4334344.918,6,6,4.903146,1,9.119002687,16.7946923,93.36617434,9.948096,57.48516,109.57086,308.592774,444.620988,0,4.903146,5.89032,6.959304,9.882648,0,1,1,1,1
3555,0,766087.9679,4334344.582,11,6,4.903146,1,9.840506299,18.23785685,88.87043718,10.52622,54.889056,121.444218,311.139792,444.342834,0,3.457836,5.89032,8.546418,9.882648,0,1,1,1,1
3556,0,766083.9555,4334341.365,11,6,4.903146,1,12.72360972,12.69080611,87.0197719,7.646508,52.483842,114.763068,273.758076,447.097104,0,4.44501,5.89032,7.619238,9.882648,0,1,1,1,1
3557,0,766092.1093,4334339.964,13,6,4.903146,1,15.66595478,16.34783084,92.79187381,9.740844,57.408804,131.719554,290.512764,441.032256,0,0.785376,5.104944,8.988192,17.758224,0,1,1,1,1
3558,0,766092.0518,4334339.51,7,6,4.903146,1,16.05013699,14.63175887,88.16218914,8.67186,54.218214,130.792374,289.727388,455.24538,0,0.785376,4.44501,8.988192,17.758224,0,1,1,1,1
3559,0,766092.7978,4334335.498,12,2,0.987174,1,18.18105693,10.94828708,102.7832326,6.392088,65.115306,134.381106,265.102578,437.863482,0,0,4.44501,8.988192,17.758224,0,0,1,1,1
3560,0,766091.3132,4334334.54,14,2,0.987174,1,16.41564747,8.708890357,97.79426768,5.01768,61.417494,137.129922,262.762812,422.570466,0,0.5454,4.44501,8.988192,17.758224,0,1,1,1,1
3561,0,766093.1724,4334333.5,14,2,0.987174,1,17.43906916,11.88867413,95.22933932,7.013844,60.255792,131.566842,255.950766,430.260606,0,0.5454,3.21786,8.988192,17.758224,0,1,1,1,1
3562,0,766090.0466,4334329.529,9,2,0.987174,1,12.93143985,18.30501857,95.05217915,11.000718,60.572124,119.889828,240.641388,392.502564,0,0.987174,2.432484,8.720946,16.863768,0,1,1,1,1
3563,0,766091.7537,4334326.159,16,2,0.987174,1,13.88504065,24.11912122,94.51752261,14.954868,61.60293,109.129086,234.41292,381.550932,0,0.987174,2.088882,7.275636,16.863768,0,1,1,1,1
3564,0,766087.9671,4334326.459,14,2,0.987174,1,10.15179802,16.09342631,95.19803283,9.588132,61.979256,112.499658,230.829642,369.94482,0,0.987174,1.647108,6.615702,17.000118,0,1,1,1,1
3565,0,766087.1889,4334327.765,6,2,0.987174,1,9.663216005,14.37735434,91.6970273,8.519148,58.592322,114.648534,233.507556,368.461332,0,0.987174,1.647108,8.061012,9.124542,0,1,1,1,1
3566,0,766088.0271,4334324.395,16,2,0.987174,1,10.13657117,19.13538381,94.65605489,11.769732,62.797356,108.000108,222.501384,358.622316,0,0.987174,3.157866,6.615702,17.000118,0,1,1,1,1
